FID,ID,Nimi,Namn,Name,Osoite,Adress,Kaupunki,Stad,Operaattor,Kapasiteet,x,y,x2,y2
329,267,Roihupelto,Kasåkern,Roihupelto,Viilarintie 6,Filarvägen 6, , , ,16,25.0550878014734,60.2093671231044,25503054.455921,6677400.53576657
330,268,Porolahden koulu,Porovikens skola,Porolahti school,Roihuvuorentie 6b,Kasbergsvägen 6b, , , ,14,25.0535809447117,60.1955233353498,25502972.1568811,6675858.05175051
331,269,Peukaloisentie,Tummelitens väg,Peukaloisentie,Untuvaisentie 2,Dunungens väg 2, , , ,12,25.0585469211702,60.1987082869369,25503247.306932,6676213.13893639
332,270,Tulisuontie,Kaskärrsvägen,Tulisuontie,Roihuvuorentie 25,Kasbergsvägen 25, , , ,16,25.0600755207072,60.2020741769704,25503331.7495279,6676588.22793991
333,271,Prinsessantie,Prinsessvägen,Prinsessantie,Prinsessantie 2,Prinsessvägen 2, , , ,16,25.059863346683,60.2062943134753,25503319.5561795,6677058.4067985
334,272,Marjaniementie,Maruddsvägen,Marjaniementie,Rakettipolku 5,Raketstigen 5, , , ,16,25.076069360708,60.2043248841061,25504218.4684011,6676839.9065238
335,274,Voikukantie,Smörblommevägen,Voikukantie,Kauppakartanonkatu 10,Handelshusgatan 10, , , ,16,25.0867813029403,60.2090159546746,25504811.8178617,6677363.29817383
336,275,Itäkeskus (M),Östra centrum (M),Itäkeskus (M),Tallinnanaukio 2,Revalsplanen 2, , , ,28,25.0759744433382,60.2096186210914,25504212.5259937,6677429.70612993
337,276,Puotinharju,Botbyhöjden,Puotinharju,Turunlinnantie 4,Åbohusvägen 4, , , ,24,25.0824161004374,60.2125560259595,25504569.2854239,6677757.40791332
338,277,Marjaniemi,Marudd,Marjaniemi,Marjaniementie 23,Maruddsvägen 23, , , ,14,25.0863443649103,60.2036199297435,25504788.3769436,6676762.06439126
339,278,Puotilantie,Botbygårdsvägen,Puotilantie,Puotilantie 4,Botbygårdsvägen 4, , , ,14,25.1004180257133,60.2090787864561,25505567.9308525,6677371.37060284
